"age","sex","location_code","cause","rate","measure","location_type"
46,"male",2,"all_cause_mortality",2.79503681985412,"deaths","imd_decile"
47,"female",2,"all_cause_mortality",1.87521078750797,"deaths","imd_decile"
47,"male",2,"all_cause_mortality",3.04742062623878,"deaths","imd_decile"
48,"female",2,"all_cause_mortality",2.05952194946851,"deaths","imd_decile"
48,"male",2,"all_cause_mortality",3.31423063591072,"deaths","imd_decile"
49,"female",2,"all_cause_mortality",2.26941021840019,"deaths","imd_decile"
49,"male",2,"all_cause_mortality",3.60870850096412,"deaths","imd_decile"
50,"female",2,"all_cause_mortality",2.46600352999754,"deaths","imd_decile"
50,"male",2,"all_cause_mortality",3.90603462886529,"deaths","imd_decile"
51,"female",2,"all_cause_mortality",2.6954307899247,"deaths","imd_decile"
51,"male",2,"all_cause_mortality",4.29167165817416,"deaths","imd_decile"
52,"female",2,"all_cause_mortality",2.93171773653358,"deaths","imd_decile"
52,"male",2,"all_cause_mortality",4.65861721172703,"deaths","imd_decile"
53,"female",2,"all_cause_mortality",3.22117288911336,"deaths","imd_decile"
53,"male",2,"all_cause_mortality",5.06750433372015,"deaths","imd_decile"
54,"female",2,"all_cause_mortality",3.49035679321182,"deaths","imd_decile"
54,"male",2,"all_cause_mortality",5.52844662126747,"deaths","imd_decile"
55,"female",2,"all_cause_mortality",3.78793018373434,"deaths","imd_decile"
55,"male",2,"all_cause_mortality",6.00017021002367,"deaths","imd_decile"
56,"female",2,"all_cause_mortality",4.13746138938668,"deaths","imd_decile"
56,"male",2,"all_cause_mortality",6.53526690609241,"deaths","imd_decile"
57,"female",2,"all_cause_mortality",4.50509250868063,"deaths","imd_decile"
57,"male",2,"all_cause_mortality",7.0753636114093,"deaths","imd_decile"
58,"female",2,"all_cause_mortality",4.89967323433942,"deaths","imd_decile"
58,"male",2,"all_cause_mortality",7.69273317293384,"deaths","imd_decile"
59,"female",2,"all_cause_mortality",5.29097668626565,"deaths","imd_decile"
59,"male",2,"all_cause_mortality",8.366975696934,"deaths","imd_decile"
60,"female",2,"all_cause_mortality",5.7708602768839,"deaths","imd_decile"
60,"male",2,"all_cause_mortality",9.07418615292576,"deaths","imd_decile"
61,"female",2,"all_cause_mortality",6.32436951233244,"deaths","imd_decile"
61,"male",2,"all_cause_mortality",9.96348586789892,"deaths","imd_decile"
62,"female",2,"all_cause_mortality",6.85071294589722,"deaths","imd_decile"
62,"male",2,"all_cause_mortality",10.8106516629569,"deaths","imd_decile"
63,"female",2,"all_cause_mortality",7.47387911098296,"deaths","imd_decile"
63,"male",2,"all_cause_mortality",11.7608570459175,"deaths","imd_decile"
64,"female",2,"all_cause_mortality",8.17115537630166,"deaths","imd_decile"
64,"male",2,"all_cause_mortality",12.8679567059271,"deaths","imd_decile"
65,"female",2,"all_cause_mortality",8.9522704610494,"deaths","imd_decile"
65,"male",2,"all_cause_mortality",14.0942351667272,"deaths","imd_decile"
66,"female",2,"all_cause_mortality",9.74052240525092,"deaths","imd_decile"
66,"male",2,"all_cause_mortality",15.5023443645526,"deaths","imd_decile"
67,"female",2,"all_cause_mortality",10.7597607302037,"deaths","imd_decile"
67,"male",2,"all_cause_mortality",16.8919733998455,"deaths","imd_decile"
68,"female",2,"all_cause_mortality",11.7257142651311,"deaths","imd_decile"
68,"male",2,"all_cause_mortality",18.7646206945514,"deaths","imd_decile"
69,"female",2,"all_cause_mortality",13.1057350717859,"deaths","imd_decile"
69,"male",2,"all_cause_mortality",20.4827618757677,"deaths","imd_decile"
70,"female",2,"all_cause_mortality",14.5265355456136,"deaths","imd_decile"
70,"male",2,"all_cause_mortality",22.8103739135024,"deaths","imd_decile"
71,"female",2,"all_cause_mortality",16.0938791661022,"deaths","imd_decile"
71,"male",2,"all_cause_mortality",25.2992817071645,"deaths","imd_decile"
72,"female",2,"all_cause_mortality",17.980848362637,"deaths","imd_decile"
72,"male",2,"all_cause_mortality",27.7516893322315,"deaths","imd_decile"
73,"female",2,"all_cause_mortality",20.2054262058036,"deaths","imd_decile"
73,"male",2,"all_cause_mortality",31.1412855895404,"deaths","imd_decile"
